"caso_id","llamante_quien_llama","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"406120","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2018-09-03 09:33:20","Ciudad Autónoma de Buenos Aires","02"
"406121","Otra Institución","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Está interviniendo o se deriva a otra institución","2018-09-03 12:14:33","Ciudad Autónoma de Buenos Aires","02"
"406129","Víctima","Femenino","Sin datos","Económica","85","Más de 60 años","Femenino","1","1","Masculino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-09-04 11:02:15","Ciudad Autónoma de Buenos Aires","02"
"406130","Vecina/o de la víctima","Femenino","Madre","Psicológica","4","1 a 5 años","Masculino","1","1","Masculino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-04 11:52:32","Ciudad Autónoma de Buenos Aires","02"
"406131","Víctima","Femenino","No hay niñas/os","Física","79","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-09-04 14:09:33","Ciudad Autónoma de Buenos Aires","02"
"361613","Víctima","Femenino","No hay niñas/os","Psicológica","37","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-09-04 17:19:04","Ciudad Autónoma de Buenos Aires","02"
"406143","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","2","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-09-05 10:54:09","Ciudad Autónoma de Buenos Aires","02"
"406144","Víctima","Femenino","No hay niñas/os","Psicológica","57","50 a 59 años","Femenino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-05 11:55:26","Ciudad Autónoma de Buenos Aires","02"
"406145","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-05 12:30:51","Ciudad Autónoma de Buenos Aires","02"
"406147","Comisaría","Masculino","Madre","Física","46","40 a 49 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-09-05 17:11:01","Ciudad Autónoma de Buenos Aires","02"
"406150","Víctima","Femenino","Sin datos","Física","35","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-09-06 07:02:07","Ciudad Autónoma de Buenos Aires","02"
"406156","Comisaría","Masculino","Otro no familiar","Física","33","30 a 39 años","Femenino","1","1","Masculino","Otro conviviente","Llamante solicitó información y/o orientación","2018-09-06 10:02:52","Ciudad Autónoma de Buenos Aires","02"
"406166","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-09-06 11:35:17","Ciudad Autónoma de Buenos Aires","02"
"406170","Otra Institución","Femenino","Otro no familiar","Física","53","50 a 59 años","Femenino","2","2","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-09-06 12:56:35","Ciudad Autónoma de Buenos Aires","02"
"406171","Víctima","Femenino","Madre","Física","24","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-09-06 13:40:49","Ciudad Autónoma de Buenos Aires","02"
"406124","Víctima","Femenino","Madre","Física","40","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-09-06 15:29:21","Ciudad Autónoma de Buenos Aires","02"
"347846","Víctima","Femenino","No hay niñas/os",,"36","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-09-06 16:21:51","Ciudad Autónoma de Buenos Aires","02"
"1510","Víctima","Femenino","No hay niñas/os","Económica","87","Más de 60 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-09-06 16:37:03","Ciudad Autónoma de Buenos Aires","02"
"406178","Víctima","Femenino","No hay niñas/os","Física","57","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-06 16:45:59","Ciudad Autónoma de Buenos Aires","02"
"406179","Víctima","Femenino","Madre","Psicológica","49","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-06 17:05:47","Ciudad Autónoma de Buenos Aires","02"
"406146","Víctima","Masculino","Padre","Física","19","18 a 29 años","Masculino","1","1","Femenino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-06 17:30:09","Ciudad Autónoma de Buenos Aires","02"
"406180","Comisaría","Masculino","Sin datos","Física","31","30 a 39 años","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2018-09-06 18:01:57","Ciudad Autónoma de Buenos Aires","02"
"406181","Comisaría","Femenino","Otro no familiar","Física","45","40 a 49 años","Masculino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2018-09-06 18:25:01","Ciudad Autónoma de Buenos Aires","02"
"406183","Comisaría","Femenino","Sin datos","Física","65","Más de 60 años","Femenino","2","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-09-06 18:29:29","Ciudad Autónoma de Buenos Aires","02"
"345879","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-09-06 18:39:06","Ciudad Autónoma de Buenos Aires","02"
"404993","Familiar de la víctima","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-09-06 18:43:32","Ciudad Autónoma de Buenos Aires","02"
"405020","Ns/Nc","NS/NC","Sin datos","Psicológica","Sin Datos","Sin Datos","NS/NC","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-09-06 19:20:32","Ciudad Autónoma de Buenos Aires","02"
"406190","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-09-06 19:31:05","Ciudad Autónoma de Buenos Aires","02"
"406192","Familiar de la víctima","Masculino","Padre","Física","12","12 a 17 años","Femenino","3","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-09-06 19:42:16","Ciudad Autónoma de Buenos Aires","02"
"406191","Comisaría","Masculino","No hay niñas/os","Física","19","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2018-09-06 19:47:21","Ciudad Autónoma de Buenos Aires","02"
"406196","Otra Institución","Masculino","No hay niñas/os","Psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-09-06 23:17:39","Ciudad Autónoma de Buenos Aires","02"
"406197","Comisaría","Masculino","Sin datos","Física","52","50 a 59 años","Femenino","1","0","Masculino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-09-07 07:03:13","Ciudad Autónoma de Buenos Aires","02"
"406198","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-09-07 07:24:54","Ciudad Autónoma de Buenos Aires","02"
"406199","Otro Particular","Femenino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-09-07 07:34:25","Ciudad Autónoma de Buenos Aires","02"
"406208","Víctima","Femenino","Madre","Psicológica","24","18 a 29 años","Femenino","3","1","Femenino","Abuel@","Llamante solicitó información y/o orientación","2018-09-07 12:23:33","Ciudad Autónoma de Buenos Aires","02"
"406210","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-09-07 13:02:36","Ciudad Autónoma de Buenos Aires","02"
"406213","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-09-07 14:10:00","Ciudad Autónoma de Buenos Aires","02"
"406217","Comisaría","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-09-07 15:04:14","Ciudad Autónoma de Buenos Aires","02"
"406218","Ns/Nc","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","2","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-09-07 16:20:22","Ciudad Autónoma de Buenos Aires","02"
