"caso_id","llamante_quien_llama","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"384896","Otro sobre un caso que no es violencia familiar","Masculino","Hermana/o","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-08-01 00:56:41","Ciudad Autónoma de Buenos Aires","02"
"384897","Comisaría","Masculino","Otro no familiar","Física","30","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 01:15:45","Ciudad Autónoma de Buenos Aires","02"
"384898","Familiar de la víctima","Masculino","Padre","Física","90","Más de 60 años","Masculino","1","1","Femenino","Otro conviviente","Llamante solicitó información y/o orientación","2018-08-01 02:04:55","Ciudad Autónoma de Buenos Aires","02"
"384899","Comisaría","Masculino","No hay niñas/os","Física","39","30 a 39 años","Femenino","1","1","Masculino","Herman@","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 07:33:31","Ciudad Autónoma de Buenos Aires","02"
"384900","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","NS/NC","5","1","NS/NC","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-08-01 07:41:53","Ciudad Autónoma de Buenos Aires","02"
"384901","Comisaría","Masculino","Otro no familiar","Física","43","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-08-01 13:09:58","Ciudad Autónoma de Buenos Aires","02"
"384902","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-08-01 15:00:49","Ciudad Autónoma de Buenos Aires","02"
"384903","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2018-08-01 15:04:29","Ciudad Autónoma de Buenos Aires","02"
"384904","Víctima","Femenino","Madre","Psicológica","32","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-08-01 17:22:42","Ciudad Autónoma de Buenos Aires","02"
"384905","Comisaría","Masculino","No hay niñas/os","Física","25","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-08-01 17:37:39","Ciudad Autónoma de Buenos Aires","02"
"384906","Familiar de la víctima","Femenino","Otro familiar","Psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-08-01 17:48:18","Ciudad Autónoma de Buenos Aires","02"
"236682","Comisaría","Masculino","No hay niñas/os","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 18:16:05","Ciudad Autónoma de Buenos Aires","02"
"236682","Comisaría","Masculino","No hay niñas/os","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 18:24:17","Ciudad Autónoma de Buenos Aires","02"
"384907","Familiar de la víctima","Femenino","Hermana/o","Física","4","1 a 5 años","Femenino","2","1","Masculino","Padre","Llamante solicitó información y/o orientación","2018-08-01 18:32:45","Ciudad Autónoma de Buenos Aires","02"
"384908","Víctima","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-08-01 18:46:02","Ciudad Autónoma de Buenos Aires","02"
"384909","Comisaría","Femenino","No hay niñas/os","Física","61","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 19:19:39","Ciudad Autónoma de Buenos Aires","02"
"384910","Comisaría","Femenino","Otro no familiar","Psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 19:33:03","Ciudad Autónoma de Buenos Aires","02"
"384911","Comisaría","Femenino","Otro no familiar","Física","37","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-08-01 21:41:26","Ciudad Autónoma de Buenos Aires","02"
"384913","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-08-01 22:35:30","Ciudad Autónoma de Buenos Aires","02"
"384914","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-08-02 01:35:36","Ciudad Autónoma de Buenos Aires","02"
"384915","Víctima","Femenino","Madre","Física","56","50 a 59 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-08-02 06:31:19","Ciudad Autónoma de Buenos Aires","02"
"374074","Comisaría","Femenino","Otro no familiar","Física","35","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-08-02 10:00:03","Ciudad Autónoma de Buenos Aires","02"
"384916","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-08-02 10:21:44","Ciudad Autónoma de Buenos Aires","02"
"348814","Profesionales PVCV"," ","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-08-02 10:56:44","Ciudad Autónoma de Buenos Aires","02"
"361499","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-08-02 11:08:12","Ciudad Autónoma de Buenos Aires","02"
"384917","Vecina/o de la víctima","Masculino","No hay niñas/os","Física","90","Más de 60 años","Femenino","1","1","Femenino","Otro conviviente","La víctima no aceptó la intervención de Equipos Móviles","2018-08-02 13:22:36","Ciudad Autónoma de Buenos Aires","02"
