"caso_id","llamante_quien_llama","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"373380","Víctima","Femenino","Madre","Física","17","12 a 17 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 00:17:56","Ciudad Autónoma de Buenos Aires","02"
"373381","Víctima","Femenino","No hay niñas/os","Física","53","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-01 00:26:35","Ciudad Autónoma de Buenos Aires","02"
"373382","Comisaría","Masculino","No hay niñas/os","Física","35","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-01 00:59:20","Ciudad Autónoma de Buenos Aires","02"
"373383","Comisaría","Femenino","Otro no familiar","Física","19","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 01:25:35","Ciudad Autónoma de Buenos Aires","02"
"373384","Comisaría","Masculino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 07:34:37","Ciudad Autónoma de Buenos Aires","02"
"373385","Víctima","Femenino","No hay niñas/os","Física","48","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-05-01 08:06:56","Ciudad Autónoma de Buenos Aires","02"
"373375","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Madre de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-05-01 08:14:16","Ciudad Autónoma de Buenos Aires","02"
"373386","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","NS/NC","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-01 10:02:34","Ciudad Autónoma de Buenos Aires","02"
"373380","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 10:36:23","Ciudad Autónoma de Buenos Aires","02"
"373340","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 10:49:49","Ciudad Autónoma de Buenos Aires","02"
"373387","Comisaría","Femenino","Otro no familiar","Física","36","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 11:31:26","Ciudad Autónoma de Buenos Aires","02"
"373388","Comisaría","Femenino","Otro no familiar","Física","21","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 11:42:34","Ciudad Autónoma de Buenos Aires","02"
"373389","Comisaría","Femenino","Otro no familiar","Física","24","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 11:44:48","Ciudad Autónoma de Buenos Aires","02"
"373390","Comisaría","Masculino","Otro no familiar","Física","60","Más de 60 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 12:28:14","Ciudad Autónoma de Buenos Aires","02"
"373391","Comisaría","Femenino","Otro no familiar","Física","37","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 13:17:13","Ciudad Autónoma de Buenos Aires","02"
"373393","Comisaría","Masculino","Otro no familiar","Física","28","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 13:41:14","Ciudad Autónoma de Buenos Aires","02"
"373394","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 13:48:59","Ciudad Autónoma de Buenos Aires","02"
"373391","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-01 15:03:13","Ciudad Autónoma de Buenos Aires","02"
"373395","Comisaría","Masculino","Otro no familiar","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-01 15:33:43","Ciudad Autónoma de Buenos Aires","02"
"373396","Hospital","Femenino","Otro no familiar","Sexual","Sin Datos","Sin Datos","Femenino","1","1","NS/NC","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-05-01 16:38:46","Ciudad Autónoma de Buenos Aires","02"
"373397","Otra institución","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","6","1","Masculino","Herman@ de la victima","La víctima no aceptó la intervención de Equipos Móviles","2018-05-01 16:45:46","Ciudad Autónoma de Buenos Aires","02"
"373398","Comisaría","Femenino","Hermana/o","Física","18","18 a 29 años","Femenino","3","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-05-01 17:16:55","Ciudad Autónoma de Buenos Aires","02"
"373399","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-05-01 19:26:14","Ciudad Autónoma de Buenos Aires","02"
"373386","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Masculino","4","1","NS/NC","Espos@/compañer@ actual de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 19:41:45","Ciudad Autónoma de Buenos Aires","02"
"373381","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 21:23:44","Ciudad Autónoma de Buenos Aires","02"
"373400","Comisaría","Masculino","Otro no familiar","Física","19","18 a 29 años","Femenino","3","1","Masculino","Pareja de la madre/padre de la víctima","Llamante solicitó información y/o orientación","2018-05-01 22:15:31","Ciudad Autónoma de Buenos Aires","02"
"373401","Otra institución","Masculino","Otro no familiar","Física","33","30 a 39 años","Femenino","5","1","Masculino","Herman@ de la victima","Se planificó intervención para otro momento","2018-05-01 22:32:49","Ciudad Autónoma de Buenos Aires","02"
"373401","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 22:35:50","Ciudad Autónoma de Buenos Aires","02"
"373401","Otra institución","Femenino","Otro no familiar","Física","33","30 a 39 años","Femenino","5","1","Masculino","Herman@ de la victima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-01 22:59:37","Ciudad Autónoma de Buenos Aires","02"
"373402","Comisaría","Masculino","Otro no familiar","Física","11","6 a 11 años","Masculino","1","1","Femenino","Madre de la víctima","Se planificó intervención para otro momento","2018-05-02 00:46:07","Ciudad Autónoma de Buenos Aires","02"
"373403","Vecina/o de la víctima","Femenino","Otro no familiar","Física","7","6 a 11 años","Masculino","1","1","Femenino","Madre de la víctima","Llamante solicitó información y/o orientación","2018-05-02 00:47:59","Ciudad Autónoma de Buenos Aires","02"
"373404","Comisaría","Masculino","Otro no familiar","Física","45","40 a 49 años","Femenino","4","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-05-02 01:11:37","Ciudad Autónoma de Buenos Aires","02"
"373405","Comisaría","Masculino","Otro no familiar","Física","23","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-02 01:20:13","Ciudad Autónoma de Buenos Aires","02"
"373406","Comisaría","Masculino","Otro no familiar","Física","34","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-02 07:10:46","Ciudad Autónoma de Buenos Aires","02"
"373407","Comisaría","Femenino","Otro no familiar","Física","27","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-05-02 07:26:05","Ciudad Autónoma de Buenos Aires","02"
"373408","Comisaría","Masculino","Otro no familiar","Física","2","1 a 5 años","Masculino","2","1","Masculino","Padre de la víctima","Llamante solicitó información y/o orientación","2018-05-02 07:33:37","Ciudad Autónoma de Buenos Aires","02"
"373380","Víctima","Femenino","Madre","Física","17","12 a 17 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Se planificó intervención para otro momento","2018-05-02 07:44:30","Ciudad Autónoma de Buenos Aires","02"
"373380","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-02 09:45:54","Ciudad Autónoma de Buenos Aires","02"
"373402","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-05-02 09:50:51","Ciudad Autónoma de Buenos Aires","02"
