"caso_id","llamante_quien_llama","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"362822","Comisaría","Masculino","Sin datos","Psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-01 00:13:31","Ciudad Autónoma de Buenos Aires","02"
"362820","Agresor/a","NS/NC","Padre","Psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-01 00:22:54","Ciudad Autónoma de Buenos Aires","02"
"362823","Comisaría","Masculino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-01 07:43:49","Ciudad Autónoma de Buenos Aires","02"
"362824","Familiar de la víctima","Masculino","Otro familiar","Psicológica","7","6 a 11 años","Masculino","2","1","Masculino","Madre de la víctima","Llamante solicitó información y/o orientación","2018-04-01 07:55:48","Ciudad Autónoma de Buenos Aires","02"
"362825","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-04-01 13:50:42","Ciudad Autónoma de Buenos Aires","02"
"362826","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-04-01 14:32:01","Ciudad Autónoma de Buenos Aires","02"
"362827","Hospital","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/ ex pareja de la víctima","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-04-01 15:12:30","Ciudad Autónoma de Buenos Aires","02"
"362828","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","No había móviles y/o Equipos para realizar la intervención","2018-04-01 17:10:00","Ciudad Autónoma de Buenos Aires","02"
"362829","Comisaría","Femenino","Otro no familiar","Física","32","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-01 17:11:36","Ciudad Autónoma de Buenos Aires","02"
"362830","Familiar de la víctima","Femenino","No hay niñas/os","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-01 17:14:22","Ciudad Autónoma de Buenos Aires","02"
"362831","Víctima","Masculino","No hay niñas/os","Física","52","50 a 59 años","Masculino","1","1","Masculino","Herman@ de la victima","Llamante solicitó información y/o orientación","2018-04-01 17:25:19","Ciudad Autónoma de Buenos Aires","02"
"362832","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Herman@ de la victima","Llamante solicitó información y/o orientación","2018-04-01 19:31:10","Ciudad Autónoma de Buenos Aires","02"
"362834","Comisaría","Femenino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-01 23:56:18","Ciudad Autónoma de Buenos Aires","02"
"362835","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","20","18 a 29 años","Femenino","1","1","Masculino","Padre de la víctima","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-04-02 00:17:00","Ciudad Autónoma de Buenos Aires","02"
"362836","Vecina/o de la víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-02 01:12:46","Ciudad Autónoma de Buenos Aires","02"
"362837","Comisaría","Masculino","No hay niñas/os","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-02 08:03:47","Ciudad Autónoma de Buenos Aires","02"
"362838","Víctima","Femenino","Madre","Psicológica","24","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-02 09:09:39","Ciudad Autónoma de Buenos Aires","02"
"362839","Comisaría","Femenino","Otro no familiar","Física","32","30 a 39 años","Femenino","1","1","Femenino","Otro no conviviente de la victima","Llamante solicitó información y/o orientación","2018-04-02 12:51:29","Ciudad Autónoma de Buenos Aires","02"
"362840","Comisaría","Masculino","Otro no familiar","Física","26","18 a 29 años","Masculino","1","1","Femenino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-04-02 14:21:43","Ciudad Autónoma de Buenos Aires","02"
"362841","Comisaría","Masculino","Otro no familiar","Física","27","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-02 17:31:01","Ciudad Autónoma de Buenos Aires","02"
"362842","Comisaría","Masculino","Otro no familiar","Física","22","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-02 17:33:17","Ciudad Autónoma de Buenos Aires","02"
"362843","Comisaría","Masculino","No hay niñas/os","Física","55","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-02 17:45:29","Ciudad Autónoma de Buenos Aires","02"
"362845","Familiar de la víctima","Masculino","Hermana/o","Psicológica","43","40 a 49 años","Femenino","3","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-02 19:39:13","Ciudad Autónoma de Buenos Aires","02"
"362846","Otro sobre un caso que no es violencia familiar","Masculino","Otro no familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-04-02 23:12:24","Ciudad Autónoma de Buenos Aires","02"
"362847","Comisaría","Femenino","Otro no familiar","Física","70","Más de 60 años","Femenino","1","1","Femenino","Otro conviviente de la victima","Llamante solicitó información y/o orientación","2018-04-03 00:26:17","Ciudad Autónoma de Buenos Aires","02"
"362848","Víctima","Femenino","Madre","Física","38","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/ ex pareja de la víctima","Llamante solicitó información y/o orientación","2018-04-03 01:03:11","Ciudad Autónoma de Buenos Aires","02"
"362850","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-04-03 07:06:19","Ciudad Autónoma de Buenos Aires","02"
"362849","Comisaría","Masculino","Sin datos","Física","33","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","La víctima no aceptó la intervención de Equipos Móviles","2018-04-03 07:06:30","Ciudad Autónoma de Buenos Aires","02"
"362851","Comisaría","Femenino","No hay niñas/os","Física","20","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual de la víctima","Llamante solicitó información y/o orientación","2018-04-03 07:18:43","Ciudad Autónoma de Buenos Aires","02"
